Comunidades y Ciudades Autónomas;Tamaño de los municipios;Periodo;Total
14 Murcia, Región de;De 50.001 a 100.000 ;2017;162.643
14 Murcia, Región de;De 50.001 a 100.000 ;2016;161.344
14 Murcia, Región de;De 50.001 a 100.000 ;2015;161.045
14 Murcia, Región de;De 50.001 a 100.000 ;2014;160.534
14 Murcia, Región de;De 50.001 a 100.000 ;2013;161.168
14 Murcia, Región de;De 50.001 a 100.000 ;2012;160.247
14 Murcia, Región de;De 50.001 a 100.000 ;2011;159.644
14 Murcia, Región de;De 50.001 a 100.000 ;2010;158.509
14 Murcia, Región de;De 50.001 a 100.000 ;2009;155.971
14 Murcia, Región de;De 50.001 a 100.000 ;2008;153.331
14 Murcia, Región de;De 50.001 a 100.000 ;2007;148.971
14 Murcia, Región de;De 50.001 a 100.000 ;2006;147.367
14 Murcia, Región de;De 50.001 a 100.000 ;2005;141.826
14 Murcia, Región de;De 50.001 a 100.000 ;2004;136.833
14 Murcia, Región de;De 50.001 a 100.000 ;2003;133.056
14 Murcia, Región de;De 50.001 a 100.000 ;2002;79.481
14 Murcia, Región de;De 50.001 a 100.000 ;2001;77.075
14 Murcia, Región de;De 50.001 a 100.000 ;2000;72.000
14 Murcia, Región de;De 50.001 a 100.000 ;1999;70.689
14 Murcia, Región de;De 50.001 a 100.000 ;1998;69.930
14 Murcia, Región de;De 50.001 a 100.000 ;1997;""
14 Murcia, Región de;De 50.001 a 100.000 ;1996;69.045
14 Murcia, Región de;De 100.001 a 500.000 ;2021;676.714
14 Murcia, Región de;De 100.001 a 500.000 ;2020;675.511
14 Murcia, Región de;De 100.001 a 500.000 ;2019;668.060
14 Murcia, Región de;De 100.001 a 500.000 ;2018;661.125
14 Murcia, Región de;De 100.001 a 500.000 ;2017;657.420
14 Murcia, Región de;De 100.001 a 500.000 ;2016;655.762
14 Murcia, Región de;De 100.001 a 500.000 ;2015;656.190
14 Murcia, Región de;De 100.001 a 500.000 ;2014;656.163
14 Murcia, Región de;De 100.001 a 500.000 ;2013;655.887
14 Murcia, Región de;De 100.001 a 500.000 ;2012;658.009
14 Murcia, Región de;De 100.001 a 500.000 ;2011;657.121
14 Murcia, Región de;De 100.001 a 500.000 ;2010;655.510
14 Murcia, Región de;De 100.001 a 500.000 ;2009;648.866
14 Murcia, Región de;De 100.001 a 500.000 ;2008;640.947
14 Murcia, Región de;De 100.001 a 500.000 ;2007;630.147
14 Murcia, Región de;De 100.001 a 500.000 ;2006;625.605
14 Murcia, Región de;De 100.001 a 500.000 ;2005;613.755
14 Murcia, Región de;De 100.001 a 500.000 ;2004;596.480
14 Murcia, Región de;De 100.001 a 500.000 ;2003;585.349
14 Murcia, Región de;De 100.001 a 500.000 ;2002;565.891
14 Murcia, Región de;De 100.001 a 500.000 ;2001;550.988
14 Murcia, Región de;De 100.001 a 500.000 ;2000;537.105
14 Murcia, Región de;De 100.001 a 500.000 ;1999;531.213
14 Murcia, Región de;De 100.001 a 500.000 ;1998;524.668
14 Murcia, Región de;De 100.001 a 500.000 ;1997;""
14 Murcia, Región de;De 100.001 a 500.000 ;1996;516.242
14 Murcia, Región de;Más de 500.000 ;2021;0
14 Murcia, Región de;Más de 500.000 ;2020;0
14 Murcia, Región de;Más de 500.000 ;2019;0
14 Murcia, Región de;Más de 500.000 ;2018;0
14 Murcia, Región de;Más de 500.000 ;2017;0
14 Murcia, Región de;Más de 500.000 ;2016;0
14 Murcia, Región de;Más de 500.000 ;2015;0
14 Murcia, Región de;Más de 500.000 ;2014;0
14 Murcia, Región de;Más de 500.000 ;2013;0
14 Murcia, Región de;Más de 500.000 ;2012;0
14 Murcia, Región de;Más de 500.000 ;2011;0
14 Murcia, Región de;Más de 500.000 ;2010;0
14 Murcia, Región de;Más de 500.000 ;2009;0
14 Murcia, Región de;Más de 500.000 ;2008;0
14 Murcia, Región de;Más de 500.000 ;2007;0
14 Murcia, Región de;Más de 500.000 ;2006;0
14 Murcia, Región de;Más de 500.000 ;2005;0
14 Murcia, Región de;Más de 500.000 ;2004;0
14 Murcia, Región de;Más de 500.000 ;2003;0
14 Murcia, Región de;Más de 500.000 ;2002;0
14 Murcia, Región de;Más de 500.000 ;2001;0
14 Murcia, Región de;Más de 500.000 ;2000;0
14 Murcia, Región de;Más de 500.000 ;1999;0
14 Murcia, Región de;Más de 500.000 ;1998;0
14 Murcia, Región de;Más de 500.000 ;1997;""
14 Murcia, Región de;Más de 500.000 ;1996;0
15 Navarra, Comunidad Foral de;Total;2021;661.537
15 Navarra, Comunidad Foral de;Total;2020;661.197
15 Navarra, Comunidad Foral de;Total;2019;654.214
15 Navarra, Comunidad Foral de;Total;2018;647.554
15 Navarra, Comunidad Foral de;Total;2017;643.234
15 Navarra, Comunidad Foral de;Total;2016;640.647
15 Navarra, Comunidad Foral de;Total;2015;640.476
15 Navarra, Comunidad Foral de;Total;2014;640.790
15 Navarra, Comunidad Foral de;Total;2013;644.477
15 Navarra, Comunidad Foral de;Total;2012;644.566
15 Navarra, Comunidad Foral de;Total;2011;642.051
15 Navarra, Comunidad Foral de;Total;2010;636.924
15 Navarra, Comunidad Foral de;Total;2009;630.578
15 Navarra, Comunidad Foral de;Total;2008;620.377
15 Navarra, Comunidad Foral de;Total;2007;605.876
15 Navarra, Comunidad Foral de;Total;2006;601.874
15 Navarra, Comunidad Foral de;Total;2005;593.472
15 Navarra, Comunidad Foral de;Total;2004;584.734
15 Navarra, Comunidad Foral de;Total;2003;578.210
15 Navarra, Comunidad Foral de;Total;2002;569.628
15 Navarra, Comunidad Foral de;Total;2001;556.263
15 Navarra, Comunidad Foral de;Total;2000;543.757
15 Navarra, Comunidad Foral de;Total;1999;538.009
15 Navarra, Comunidad Foral de;Total;1998;530.819
15 Navarra, Comunidad Foral de;Total;1997;""
15 Navarra, Comunidad Foral de;Total;1996;520.574
15 Navarra, Comunidad Foral de;Menos de 101 ;2021;2.834
15 Navarra, Comunidad Foral de;Menos de 101 ;2020;2.921
15 Navarra, Comunidad Foral de;Menos de 101 ;2019;2.485
15 Navarra, Comunidad Foral de;Menos de 101 ;2018;2.656
15 Navarra, Comunidad Foral de;Menos de 101 ;2017;2.542
15 Navarra, Comunidad Foral de;Menos de 101 ;2016;2.421
15 Navarra, Comunidad Foral de;Menos de 101 ;2015;2.674
15 Navarra, Comunidad Foral de;Menos de 101 ;2014;2.610
15 Navarra, Comunidad Foral de;Menos de 101 ;2013;2.569
15 Navarra, Comunidad Foral de;Menos de 101 ;2012;2.305
15 Navarra, Comunidad Foral de;Menos de 101 ;2011;2.161
15 Navarra, Comunidad Foral de;Menos de 101 ;2010;2.265
15 Navarra, Comunidad Foral de;Menos de 101 ;2009;2.269
15 Navarra, Comunidad Foral de;Menos de 101 ;2008;2.099
15 Navarra, Comunidad Foral de;Menos de 101 ;2007;2.043
15 Navarra, Comunidad Foral de;Menos de 101 ;2006;2.266
15 Navarra, Comunidad Foral de;Menos de 101 ;2005;2.160
15 Navarra, Comunidad Foral de;Menos de 101 ;2004;2.188
15 Navarra, Comunidad Foral de;Menos de 101 ;2003;2.321
15 Navarra, Comunidad Foral de;Menos de 101 ;2002;2.385
15 Navarra, Comunidad Foral de;Menos de 101 ;2001;2.271
15 Navarra, Comunidad Foral de;Menos de 101 ;2000;2.456
15 Navarra, Comunidad Foral de;Menos de 101 ;1999;2.103
15 Navarra, Comunidad Foral de;Menos de 101 ;1998;2.310
15 Navarra, Comunidad Foral de;Menos de 101 ;1997;""
15 Navarra, Comunidad Foral de;Menos de 101 ;1996;2.360
15 Navarra, Comunidad Foral de;De 101 a 500 ;2021;25.233
15 Navarra, Comunidad Foral de;De 101 a 500 ;2020;24.921
15 Navarra, Comunidad Foral de;De 101 a 500 ;2019;25.952
15 Navarra, Comunidad Foral de;De 101 a 500 ;2018;25.917
15 Navarra, Comunidad Foral de;De 101 a 500 ;2017;26.312
15 Navarra, Comunidad Foral de;De 101 a 500 ;2016;26.846
15 Navarra, Comunidad Foral de;De 101 a 500 ;2015;26.307
15 Navarra, Comunidad Foral de;De 101 a 500 ;2014;26.699
15 Navarra, Comunidad Foral de;De 101 a 500 ;2013;26.138
15 Navarra, Comunidad Foral de;De 101 a 500 ;2012;26.149
15 Navarra, Comunidad Foral de;De 101 a 500 ;2011;26.938
15 Navarra, Comunidad Foral de;De 101 a 500 ;2010;26.593
15 Navarra, Comunidad Foral de;De 101 a 500 ;2009;27.412
15 Navarra, Comunidad Foral de;De 101 a 500 ;2008;28.197
15 Navarra, Comunidad Foral de;De 101 a 500 ;2007;28.108
15 Navarra, Comunidad Foral de;De 101 a 500 ;2006;28.449
15 Navarra, Comunidad Foral de;De 101 a 500 ;2005;28.724
15 Navarra, Comunidad Foral de;De 101 a 500 ;2004;29.149
15 Navarra, Comunidad Foral de;De 101 a 500 ;2003;29.943
15 Navarra, Comunidad Foral de;De 101 a 500 ;2002;29.478
15 Navarra, Comunidad Foral de;De 101 a 500 ;2001;29.507
15 Navarra, Comunidad Foral de;De 101 a 500 ;2000;29.324
15 Navarra, Comunidad Foral de;De 101 a 500 ;1999;29.950
15 Navarra, Comunidad Foral de;De 101 a 500 ;1998;29.652
15 Navarra, Comunidad Foral de;De 101 a 500 ;1997;""
15 Navarra, Comunidad Foral de;De 101 a 500 ;1996;30.022
15 Navarra, Comunidad Foral de;De 501 a 1.000;2021;26.816
15 Navarra, Comunidad Foral de;De 501 a 1.000;2020;26.831
15 Navarra, Comunidad Foral de;De 501 a 1.000;2019;26.320
15 Navarra, Comunidad Foral de;De 501 a 1.000;2018;26.270
15 Navarra, Comunidad Foral de;De 501 a 1.000;2017;26.226
15 Navarra, Comunidad Foral de;De 501 a 1.000;2016;25.440
15 Navarra, Comunidad Foral de;De 501 a 1.000;2015;26.028
15 Navarra, Comunidad Foral de;De 501 a 1.000;2014;24.311
15 Navarra, Comunidad Foral de;De 501 a 1.000;2013;26.714
15 Navarra, Comunidad Foral de;De 501 a 1.000;2012;26.389
15 Navarra, Comunidad Foral de;De 501 a 1.000;2011;25.967
15 Navarra, Comunidad Foral de;De 501 a 1.000;2010;27.068
15 Navarra, Comunidad Foral de;De 501 a 1.000;2009;25.932
15 Navarra, Comunidad Foral de;De 501 a 1.000;2008;25.165
15 Navarra, Comunidad Foral de;De 501 a 1.000;2007;24.874
15 Navarra, Comunidad Foral de;De 501 a 1.000;2006;24.201
15 Navarra, Comunidad Foral de;De 501 a 1.000;2005;25.004
15 Navarra, Comunidad Foral de;De 501 a 1.000;2004;24.197
15 Navarra, Comunidad Foral de;De 501 a 1.000;2003;24.095
15 Navarra, Comunidad Foral de;De 501 a 1.000;2002;24.537
15 Navarra, Comunidad Foral de;De 501 a 1.000;2001;24.417
15 Navarra, Comunidad Foral de;De 501 a 1.000;2000;26.213
15 Navarra, Comunidad Foral de;De 501 a 1.000;1999;27.340
15 Navarra, Comunidad Foral de;De 501 a 1.000;1998;26.049
15 Navarra, Comunidad Foral de;De 501 a 1.000;1997;""
15 Navarra, Comunidad Foral de;De 501 a 1.000;1996;26.326
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2021;30.874
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2020;30.566
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2019;32.305
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2018;32.241
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2017;30.117
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2016;33.164
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2015;31.241
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2014;33.375
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2013;34.765
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2012;35.853
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2011;37.739
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2010;36.435
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2009;36.029
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2008;35.696
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2007;37.047
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2006;36.510
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2005;38.678
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2004;41.786
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2003;40.432
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2002;41.830
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2001;44.687
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;2000;42.062
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;1999;38.894
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;1998;41.349
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;1997;""
15 Navarra, Comunidad Foral de;De 1.001 a 2.000 ;1996;41.498
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2021;124.539
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2020;124.283
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2019;121.241
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2018;120.328
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2017;116.774
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2016;114.303
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2015;116.374
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2014;116.879
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2013;115.916
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2012;116.300
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2011;114.307
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2010;118.485
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2009;116.410
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2008;113.503
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2007;107.995
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2006;115.937
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2005;114.485
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2004;113.167
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2003;116.176
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2002;111.963
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2001;104.720
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;2000;102.131
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;1999;108.066
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;1998;102.951
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;1997;""
15 Navarra, Comunidad Foral de;De 2.001 a 5.000 ;1996;102.370
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2021;67.017
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2020;66.825
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2019;65.956
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2018;64.999
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2017;79.456
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2016;88.870
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2015;88.098
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2014;87.993
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2013;87.717
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2012;86.640
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2011;84.834
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2010;78.767
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2009;77.707
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2008;84.376
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2007;79.425
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2006;76.727
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2005;70.217
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2004;63.379
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2003;56.774
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2002;64.306
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2001;61.914
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;2000;59.671
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;1999;53.485
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;1998;71.434
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;1997;""
15 Navarra, Comunidad Foral de;De 5.001 a 10.000 ;1996;67.991
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2021;122.579
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2020;102.279
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2019;100.717
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2018;99.671
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2017;88.830
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2016;78.412
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2015;98.038
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2014;97.237
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2013;97.214
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2012;96.524
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2011;95.192
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2010;92.850
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2009;89.501
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2008;77.963
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2007;76.886
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2006;66.812
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2005;66.236
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2004;65.273
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2003;64.764
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2002;53.393
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2001;52.012
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;2000;50.544
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;1999;49.545
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;1998;38.554
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;1997;""
15 Navarra, Comunidad Foral de;De 10.001 a 20.000 ;1996;56.871
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2021;58.564
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2020;78.627
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2019;77.585
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2018;76.406
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2017;75.839
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2016;75.541
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2015;55.863
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2014;55.520
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2013;56.489
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2012;56.802
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2011;56.981
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2010;56.973
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2009;56.827
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2008;56.103
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2007;54.604
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2006;55.203
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2005;54.640
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2004;53.730
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2003;52.768
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2002;52.372
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2001;50.490
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;2000;48.690
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;1999;48.143
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;1998;47.370
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;1997;""
15 Navarra, Comunidad Foral de;De 20.001 a 50.000 ;1996;26.857
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2021;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2020;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2019;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2018;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2017;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2016;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2015;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2014;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2013;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2012;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2011;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2010;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2009;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2008;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2007;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2006;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2005;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2004;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2003;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2002;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2001;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;2000;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;1999;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;1998;0
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;1997;""
15 Navarra, Comunidad Foral de;De 50.001 a 100.000 ;1996;0
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2021;203.081
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2020;203.944
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2019;201.653
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2018;199.066
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2017;197.138
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2016;195.650
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2015;195.853
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2014;196.166
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2013;196.955
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2012;197.604
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2011;197.932
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2010;197.488
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2009;198.491
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2008;197.275
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2007;194.894
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2006;195.769
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2005;193.328
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2004;191.865
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2003;190.937
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2002;189.364
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2001;186.245
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;2000;182.666
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;1999;180.483
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;1998;171.150
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;1997;""
15 Navarra, Comunidad Foral de;De 100.001 a 500.000 ;1996;166.279
15 Navarra, Comunidad Foral de;Más de 500.000 ;2021;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2020;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2019;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2018;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2017;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2016;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2015;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2014;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2013;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2012;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2011;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2010;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2009;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2008;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2007;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2006;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2005;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2004;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2003;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2002;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2001;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;2000;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;1999;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;1998;0
15 Navarra, Comunidad Foral de;Más de 500.000 ;1997;""
15 Navarra, Comunidad Foral de;Más de 500.000 ;1996;0
16 País Vasco;Total;2021;2.213.993
16 País Vasco;Total;2020;2.220.504
16 País Vasco;Total;2019;2.207.776
16 País Vasco;Total;2018;2.199.088
16 País Vasco;Total;2017;2.194.158
16 País Vasco;Total;2016;2.189.534
16 País Vasco;Total;2015;2.189.257
16 País Vasco;Total;2014;2.188.985
16 País Vasco;Total;2013;2.191.682
16 País Vasco;Total;2012;2.193.093
16 País Vasco;Total;2011;2.184.606
16 País Vasco;Total;2010;2.178.339
16 País Vasco;Total;2009;2.172.175
16 País Vasco;Total;2008;2.157.112
16 País Vasco;Total;2007;2.141.860
16 País Vasco;Total;2006;2.133.684
16 País Vasco;Total;2005;2.124.846
16 País Vasco;Total;2004;2.115.279
16 País Vasco;Total;2003;2.112.204
16 País Vasco;Total;2002;2.108.281
16 País Vasco;Total;2001;2.101.478
16 País Vasco;Total;2000;2.098.596
16 País Vasco;Total;1999;2.100.441
16 País Vasco;Total;1998;2.098.628
16 País Vasco;Total;1997;""
16 País Vasco;Total;1996;2.098.055
16 País Vasco;Menos de 101 ;2021;0
16 País Vasco;Menos de 101 ;2020;0
16 País Vasco;Menos de 101 ;2019;0
16 País Vasco;Menos de 101 ;2018;0
16 País Vasco;Menos de 101 ;2017;0
16 País Vasco;Menos de 101 ;2016;0
16 País Vasco;Menos de 101 ;2015;0
16 País Vasco;Menos de 101 ;2014;0
16 País Vasco;Menos de 101 ;2013;0
16 País Vasco;Menos de 101 ;2012;0
